"147";"1";"30.0";"415";"8.1";"244.0";"244.0";"1324";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"148";"1";"30.0";"415";"8.1";"244.0";"244.0";"1326";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"149";"1";"30.0";"415";"8.1";"244.0";"244.0";"1331";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"150";"1";"30.0";"415";"8.1";"244.0";"244.0";"491";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"151";"1";"30.0";"415";"8.1";"244.0";"244.0";"1382";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"176";"1";"30.0";"408";"8.1";"244.0";"244.0";"1256";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"177";"1";"30.0";"408";"8.1";"244.0";"244.0";"1299";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"178";NULL;NULL;NULL;NULL;NULL;NULL;"1297";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"179";NULL;NULL;NULL;NULL;NULL;NULL;"1305";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"188";"1";"30.0";"407";"8.1";"244.0";"244.0";"1298";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"189";"1";"30.0";"407";"8.1";"244.0";"244.0";"1302";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"191";"1";"30.0";"407";"8.1";"244.0";"244.0";"1302";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"192";"1";"30.0";"407";"8.1";"244.0";"244.0";"426";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"245";"1";"30.0";"400";"8.1";"244.0";"244.0";"418";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"250";"1";"30.0";"391";"8.1";"244.0";"244.0";"1330";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"251";"1";"30.0";"391";"8.1";"244.0";"244.0";"415";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"252";"1";"30.0";"391";"8.1";"244.0";"244.0";"414";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"302";NULL;NULL;NULL;NULL;NULL;NULL;"1064";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"303";NULL;NULL;NULL;NULL;NULL;NULL;"414";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"422";NULL;NULL;NULL;NULL;NULL;NULL;"752";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"424";NULL;NULL;NULL;NULL;NULL;NULL;"754";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"644";NULL;NULL;NULL;NULL;NULL;NULL;"1099";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"645";NULL;NULL;NULL;NULL;NULL;NULL;"1099";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"649";NULL;NULL;NULL;NULL;NULL;NULL;"1094";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"650";NULL;NULL;NULL;NULL;NULL;NULL;"1094";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"666";NULL;NULL;NULL;NULL;NULL;NULL;"460";"F";"Acute Exposure and Reticuloendothelial System";"850.0";"77";"11";"442";"0"
"667";NULL;NULL;NULL;NULL;NULL;NULL;"464";"F";"Acute Exposure and Reticuloendothelial System";"594.0";"54";"11";"442";"0"
"685";NULL;NULL;NULL;NULL;NULL;NULL;"547";"M";"Acute Exposure and Reticuloendothelial System";"413.0";"38";"11";"396";"0"
"686";NULL;NULL;NULL;NULL;NULL;NULL;"387";"F";"Acute Exposure and Reticuloendothelial System";"2475.0";"225";"11";"374";"0"
"687";NULL;NULL;NULL;NULL;NULL;NULL;"386";"M";"Acute Exposure and Reticuloendothelial System";"1733.0";"158";"11";"374";"0"
"688";NULL;NULL;NULL;NULL;NULL;NULL;"390";"M";"Acute Exposure and Reticuloendothelial System";"1213.0";"110";"11";"374";"0"
"689";NULL;NULL;NULL;NULL;NULL;NULL;"397";"M";"Acute Exposure and Reticuloendothelial System";"850.0";"77";"11";"374";"0"
"698";NULL;NULL;NULL;NULL;NULL;NULL;"395";"F";"Acute Exposure and Reticuloendothelial System";"594.0";"54";"11";"372";"0"
"699";NULL;NULL;NULL;NULL;NULL;NULL;"397";"F";"Acute Exposure and Reticuloendothelial System";"594.0";"54";"11";"372";"0"
"701";NULL;NULL;NULL;NULL;NULL;NULL;"391";"M";"Acute Exposure and Reticuloendothelial System";"594.0";"54";"11";"372";"0"
"703";NULL;NULL;NULL;NULL;NULL;NULL;"517";"F";"Acute Exposure and Reticuloendothelial System";"413.0";"38";"11";"365";"0"
"704";NULL;NULL;NULL;NULL;NULL;NULL;"519";"F";"Acute Exposure and Reticuloendothelial System";"413.0";"38";"11";"365";"0"
"705";NULL;NULL;NULL;NULL;NULL;NULL;"520";"M";"Acute Exposure and Reticuloendothelial System";"413.0";"38";"11";"365";"0"
"783";"1";"23.3";"404";"11.2";"262.0";"262.0";"422";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"784";"1";"23.3";"404";"11.2";"262.0";"262.0";"419";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"785";"1";"23.3";"404";"11.2";"262.0";"262.0";"419";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"787";"1";"23.3";"398";"11.2";"262.0";"262.0";"415";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"788";"1";"23.3";"398";"11.2";"262.0";"262.0";"415";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"790";"1";"23.3";"398";"11.2";"262.0";"262.0";"414";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"791";"1";"23.3";"398";"11.2";"262.0";"262.0";"420";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"792";"1";"23.3";"398";"11.2";"262.0";"262.0";"417";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"793";"1";"23.3";"398";"11.2";"262.0";"262.0";"415";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"801";"2";"18.3";"408";"11.2";"206.0";"412.0";"526";"F";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
"802";"3";"18.3";"408";"11.2";"206.0";"619.0";"3238";"M";"Acute Exposure and Reticuloendothelial System";NULL;NULL;NULL;NULL;NULL
